100;180;5;8800;0.027952;8083
100;180;5;5295;0.028923;5022
100;180;10;12120;0.027927;11397
100;180;10;12771;0.027925;10355
100;180;10;14675;0.027952;13048
100;180;20;15881;0.027952;15358
100;180;20;15292;0.027952;14439
100;180;20;19584;0.027953;18263
100;180;50;31844;0.028950;30161
100;180;50;28311;0.027927;26903
100;180;50;31515;0.027925;30258
200;370;10;19630;0.117881;18429
200;370;20;29956;0.118277;27276
200;370;40;46225;0.119274;42474
200;370;100;66506;0.123670;62263
